Number;Start time in milliseconds;End time in milliseconds;"Text"
3354;16797960;16799240.0001;"-["Relax" playing]
-[Stefan gasps]"
3355;16801200;16802240.0001;"[Stefan] Colin Ritman."
3356;16803720;16805040;"We've met before."
3357;16805120;16807240.0001;"-No.
-We met before."
3358;16807320;16810160;"I told you I'd see you around,
and I was right."
3359;16810680;16814640;"Would you like to talk about
what happened with your mother?"
3360;16815040;16816800;"[Stefan] <i>I couldn't find Rabbit anywhere.</i>"
3361;16816880;16818840;"-Are you coming or not?
-[Stefan] No!"
3362;16818920;16821160;"<i>Because of me,</i>
<i>she had to catch a later train.</i>"
3363;16821240.0001;16826640;"[man] <i>The Emergency Services say</i>
<i>the 8:45 train derailed at high speed</i>"
3364;16826720;16828920;"<i>outside Queenstown Road Station.</i>"
3365;16839200;16841200;"[typing]"
3366;16850120;16853400;"<i>...to talk about</i>
<i>what happened with your mother?</i>"
3367;16856240.0001;16859560;"<i>You might discover something new.</i>"
3368;16861680;16865560;"<i>Would you like to talk about</i>
<i>what happened with your mother?</i>"
3369;16868360;16871640;"<i>You might discover something new.</i>"
3370;16873800;16877640;"<i>Would you like to talk about</i>
<i>what happened with your mother?</i>"
3371;16880480;16883840;"<i>You might discover something new.</i>"
3372;16885920;16889680;"<i>Would you like to talk about</i>
<i>what happened with your mother?</i>"
3373;16892640;16895880;"<i>You might discover something new.</i>"
3374;16898040;16899680;"<i>Would you like to talk about what...</i>"
3375;16899760;16901760;"[typing]"
3376;16910560;16912080.0001;"<i>You need to speak to her.</i>"
3377;16914200;16916520;"<i>I'm concerned about you, OK?</i>"
3378;16918160;16919840;"<i>You need to speak to her.</i>"
3379;16922080.0001;16924280;"<i>I'm concerned about you, OK?</i>"
3380;16926000;16927680;"<i>You need to speak to her.</i>"
3381;16929920;16932120;"<i>I'm concerned about you, OK?</i>"
3382;16933880;16935520;"<i>You need to speak to her.</i>"
3383;16937760;16939960;"<i>I'm concerned about you, OK?</i>"
3384;16941720;16943360;"<i>You need to speak to her.</i>"
3385;16945600;16947800;"<i>I'm concerned about you, OK?</i>"
3386;16949560;16951200;"<i>You need to speak to her.</i>"
3387;16953440;16955640;"<i>I'm concerned about you, OK?</i>"
3388;16957400;16959040;"<i>You need to speak to her.</i>"
3389;16960360;16962360;"[typing]"
3390;16973840;16975520;"<i>Just give me a sign.</i>"
3391;16976200;16978560;"<i>Oh, come on, if there's someone there,</i>
<i>just give me a sign.</i>"
3392;16978640;16980080.0001;"<i>Will you give me a sign?</i>"
3393;16982880;16984600;"<i>Just give me a sign.</i>"
3394;16985280;16987640;"<i>Oh, come on, if there's someone there,</i>
<i>just give me a sign.</i>"
3395;16987720;16989080.0001;"<i>Will you give me a sign?</i>"
3396;16991880;16993560;"<i>Just give me a sign.</i>"
3397;16994280;16996640;"<i>Oh, come on, if there's someone there,</i>
<i>just give me a sign.</i>"
3398;16996720;16998080.0001;"<i>Will you give me a sign?</i>"
3399;17000880;17002520;"<i>Just give me a sign.</i>"
3400;17003280;17005600;"<i>Oh, come on, if there's someone there,</i>
<i>just give me a sign.</i>"
3401;17005680;17007080.0001;"<i>Will you give me a sign?</i>"
3402;17009880;17011520;"<i>Just give me a sign.</i>"
3403;17012320;17014600;"<i>Oh, come on, if there's someone there,</i>
<i>just give me a sign.</i>"
3404;17014680;17016080.0001;"<i>Will you give me a sign?</i>"
3405;17019120;17020840;"<i>Just give me a sign.</i>"
3406;17020920;17022920;"[typing]"
3407;17039440;17040560;"<i>What do I do?</i>"
3408;17050920;17052040;"<i>What do I do?</i>"
3409;17062560;17063680;"<i>What do I do?</i>"
3410;17074120;17075240.0001;"<i>What do I do?</i>"
3411;17081480;17083480;"[typing]"
3412;17142040;17144040;"[typing]"
3413;17156760;17158480;"[Door closes and locks]"
3414;17164240.0001;17165960;"[Door closes and locks]"
3415;17171720;17173440;"[Door closes and locks]"
3416;17179240.0001;17180960;"[Door closes and locks]"
3417;17186800;17188520;"[Door closes and locks]"
3418;17194280;17196000;"[Door closes and locks]"
3419;17202600;17204640;"[typing]"
3420;17263200;17265000;"[typing]"
3421;17274000;17276000;"[beeps]"
3422;17276800;17278800;"[beeps]"
3423;17280600;17282600;"[beeps]"
3424;17284560;17286560;"[beeps]"
3425;17288280;17290280;"[beeps]"
3426;17292040;17294040;"[beeps]"
3427;17295920;17297920;"[beeps]"
3428;17299920;17301920;"[beeps]"
3429;17303880;17305880;"[beeps]"
3430;17307720;17309720;"[beeps]"
3431;17311600;17313600;"[beeps]"
3432;17315560;17317560;"[beeps]"
3433;17319480;17321480;"[beeps]"
3434;17323400;17325200;"[typing]"
3435;17334000;17337360;"<i>...to talk about</i>
<i>what happened with your mother?</i>"
3436;17340120;17343520;"<i>You might discover something new.</i>"
3437;17345600;17349400;"<i>Would you like to talk about</i>
<i>what happened with your mother?</i>"
3438;17352240.0001;17355520;"<i>You might discover something new.</i>"
3439;17357720;17361560;"<i>Would you like to talk about</i>
<i>what happened with your mother?</i>"
3440;17364360;17367720;"<i>You might discover something new.</i>"
3441;17369840;17373680;"<i>Would you like to talk about</i>
<i>what happened with your mother?</i>"
3442;17376480;17379920;"<i>You might discover something new.</i>"
3443;17381920;17383560;"<i>Would you like to talk about...</i>"
3444;17383640;17385440;"[typing]"
3445;17394000;17395640;"<i>You need to speak to her.</i>"
3446;17397600;17399880;"<i>I'm concerned about you, OK?</i>"
3447;17401880;17403400;"<i>You need to speak to her.</i>"
3448;17405400;17407680;"<i>I'm concerned about you, OK?</i>"
3449;17409720;17411240.0001;"<i>You need to speak to her.</i>"
3450;17413200;17415440;"<i>I'm concerned about you, OK?</i>"
3451;17417560;17419080.0001;"<i>You need to speak to her.</i>"
3452;17421000;17423200;"<i>I'm concerned about you, OK?</i>"
3453;17425400;17426920;"<i>You need to speak to her.</i>"
3454;17428920;17431120;"<i>I'm concerned about you, OK?</i>"
3455;17433240.0001;17434760;"<i>You need to speak to her.</i>"
3456;17436760;17439000;"<i>I'm concerned about you, OK?</i>"
3457;17441080.0001;17442600;"<i>You need to speak to her.</i>"
3458;17443880;17445680;"[typing]"
3459;17462240.0001;17463360;"<i>What do I do?</i>"
3460;17473800;17474920;"<i>What do I do?</i>"
3461;17485360;17486480;"<i>What do I do?</i>"
3462;17496920;17497760;"<i>What do I do?</i>"
3463;17504120;17505880;"[typing]"
3464;17517360;17519080.0001;"<i>Just give me a sign.</i>"
3465;17519720;17522080.0001;"<i>Oh, come on, if there's someone there,</i>
<i>just give me a sign.</i>"
3466;17522160;17523520;"<i>Will you give me a sign?</i>"
3467;17526320;17527960;"<i>Just give me a sign.</i>"
3468;17528720;17531040;"<i>Oh, come on, if there's someone there,</i>
<i>just give me a sign.</i>"
3469;17531120;17532520;"<i>Will you give me a sign?</i>"
3470;17535320;17537040;"<i>Just give me a sign.</i>"
3471;17537720;17540040;"<i>Oh, come on, if there's someone there,</i>
<i>just give me a sign.</i>"
3472;17540120;17541520;"<i>Will you give me a sign?</i>"
3473;17544320;17546040;"<i>Just give me a sign.</i>"
3474;17546720;17549080.0001;"<i>Oh, come on, if there's someone there,</i>
<i>just give me a sign.</i>"
3475;17549160;17550520;"<i>Will you give me a sign?</i>"
3476;17553360;17555000;"<i>Just give me a sign.</i>"
3477;17555720;17558080.0001;"<i>Oh, come on, if there's someone there,</i>
<i>just give me a sign.</i>"
3478;17558160;17559520;"<i>Will you give me a sign?</i>"
3479;17562360;17564120;"<i>Just give me a sign.</i>"
3480;17564360;17566160;"[typing]"
3481;17626600;17627880;"["Relax" playing]"
3482;17627960;17630680;"-[Stefan] Colin Ritman.
-We've met before."
3483;17630760;17632640;"-Are you coming or not?
-[Stefan] No!"
3484;17632720;17635160;"-[man] <i>The 8:45 derailed...</i>
-Fuck off!"
3485;17635240.0001;17636680;"<i>I'm not in control.</i>"
3486;17636760;17638040;"[Haynes] We're in it together."
3487;17638120;17640480;"-The deadline is today.
-[Stefan]<i> I just need the weekend.</i>"
3488;17640560;17641640;"[Colin] Bit of inspiration."
3489;17642760;17645360;"[woman] <i>You're just a puppet.</i>
<i>So, why not commit murder?</i>"
3490;17647080.0001;17648680;"[Stefan] Who's doing this to me?"
3491;17649760;17650840;"Who's there?"
3492;17651680;17652960;"Who are you?"
3493;17655920;17657520;"Just give me a sign."
3494;17659440;17661800;"Oh, come on, if there's someone there,
just give me a sign."
3495;17661880;17663240.0001;"Will you give me a sign?"
3496;17663720;17666880;"I know there's someone there.
Just give me a fucking sign!"
3497;17672000;17673280;"["Relax" playing]"
3498;17673360;17674360;"[Stefan] Colin Ritman."
3499;17675320;17676880;"-We've met before.
-Fuck off!"
3500;17676960;17678360;"<i>I'm not in control.</i>"
3501;17678440;17679720;"[Haynes] We're in it together."
3502;17679800;17682160;"-The deadline is today.
-[Stefan] <i>I just need the weekend.</i>"
3503;17682240.0001;17683320;"[Colin] Bit of inspiration."
3504;17683840;17686960;"[woman] <i>You're just a puppet.</i>
<i>So, why not commit murder?</i>"
3505;17688680;17690200;"[Stefan] Who's doing this to me?"
3506;17691360;17692520;"Who's there?"
3507;17693320;17694560;"Who are you?"
3508;17697520;17699240.0001;"Just give me a sign."
3509;17701040;17703360;"Oh, come on, if there's someone there,
just give me a sign."
3510;17703440;17704840;"Will you give me a sign?"
3511;17705320;17708480;"I know there's someone there.
Just give me a fucking sign!"
3512;17712000;17714400;"[Colin] <i>How many times have you watched</i>
<i>Pac-Man die?</i>"
3513;17714600;17717280;"<i>Doesn't bother him. He just tries again.</i>"
3514;17717360;17718640;"["Relax" playing]"
3515;17718720;17719720;"[Stefan] Colin Ritman."
3516;17721080.0001;17722520;"We've met before."
3517;17722600;17724880;"-No.
-We met before."
3518;17724960;17727640;"I told you I'd see you around,
and I was right."
3519;17727720;17729080.0001;"[mum] <i>We're going to be late.</i>"
3520;17729160;17731240.0001;"-Are you coming or not?
-[Stefan] No!"
3521;17731320;17733760;"[man] <i>-The 8:45 derailed...</i>
-Fuck off!"
3522;17733840;17736640;"-<i>I'm not in control.</i>
-[Haynes] We're in it together."
3523;17736720;17739080.0001;"-The deadline is today.
-[Stefan] <i>I just need the weekend.</i>"
3524;17739160;17740240.0001;"[Colin] Bit of inspiration."
3525;17741280;17743880;"[woman] <i>You're just a puppet.</i>
<i>So, why not commit murder?</i>"
3526;17745600;17747080.0001;"[Stefan] Who's doing this to me?"
3527;17748280;17749480;"Who's there?"
3528;17750280;17751600;"Who are you?"
3529;17754440;17756160;"Just give me a sign."
3530;17757960;17760320;"Oh, come on, if there's someone there,
just give me a sign."
3531;17760400;17761760;"Will you give me a sign?"
3532;17762200;17765360;"I know there's someone there.
Just give me a fucking sign!"
3533;17768920;17771360;"[Colin] <i>How many times have you watched</i>
<i>Pac-Man die?</i>"
3534;17771480;17774200;"<i>Doesn't bother him. He just tries again.</i>"
3535;17774280;17775560;"["Relax" playing]"
3536;17775640;17776640;"[Stefan] Colin Ritman."
3537;17778040;17779440;"We've met before."
3538;17779520;17781800;"-No.
-We met before."
3539;17781880;17784560;"I told you I'd see you around,
and I was right."
3540;17785320;17786720;"Dad, just fuck off!"
3541;17786800;17789600;"-<i>I'm not in control.</i>
-[Haynes] <i>We're in it together.</i>"
3542;17789680;17792040;"-The deadline is today.
-[Stefan] <i>I just need the weekend.</i>"
3543;17792520;17795680;"[woman] <i>You're just a puppet.</i>
<i>So, why not commit murder?</i>"
3544;17797400;17798680;"[Stefan] Who's doing this to me?"
3545;17800080.0001;17801280;"Who's there?"
3546;17802080.0001;17803440;"Who are you?"
3547;17806240.0001;17807960;"Just give me a sign."
3548;17809760;17812080.0001;"Oh, come on, if there's someone there,
just give me a sign."
3549;17812160;17813560;"Will you give me a sign?"
3550;17814000;17817200;"I know there's someone there.
Just give me a fucking sign!"
3551;17821080.0001;17822360;"-["Relax" playing]
-[Stefan gasps]"
3552;17822440;17825160;"-[Stefan] Colin Ritman.
-We've met before."
3553;17825240.0001;17827120;"-Are you coming or not?
-[Stefan] No!"
3554;17827200;17829560;"-[man] <i>The 8:45 derailed...</i>
-Fuck off!"
3555;17829640;17831080.0001;"<i>My head is all over the place.</i>"
3556;17831600;17833000;"I'm just lost."
3557;17833080.0001;17834160;"You're in the hole."
3558;17834240.0001;17835600;"See you around."
3559;17836000;17837240.0001;"[gasps]"
3560;17837320;17838680;"[Haynes] <i>We're in it together.</i>"
3561;17838760;17840320;"-Where is Colin?
-[Thakur] God knows."
3562;17840400;17842960;"-The deadline is today.
-[Stefan] <i>I just need the weekend.</i>"
3563;17844000;17846600;"[woman] <i>You're just a puppet.</i>
<i>So, why not commit murder?</i>"
3564;17848320;17849720;"[Stefan] Who's doing this to me?"
3565;17851000;17852160;"Who's there?"
3566;17852960;17854240.0001;"Who are you?"
3567;17854760;17856480;"Just give me a sign."
3568;17858280;17860600;"Oh, come on, if there's someone there,
just give me a sign."
3569;17860680;17862080.0001;"Will you give me a sign?"
3570;17862560;17865760;"I know there's someone there.
Just give me a fucking sign!"
3571;17869600;17870880;"["Relax" playing]"
3572;17870960;17871960;"[Stefan] Colin Ritman."
3573;17872920;17874320;"-We've met before.
-Fuck off!"
3574;17874400;17875840;"<i>My head is all over the place.</i>"
3575;17876360;17877760;"I'm just lost."
3576;17877840;17878920;"You're in the hole."
3577;17879000;17880360;"See you around."
3578;17880760;17882000;"[gasps]"
3579;17882080.0001;17883480;"[Haynes] <i>We're in it together.</i>"
3580;17883560;17885080.0001;"-Where is Colin?
-[Thakur] God knows."
3581;17885160;17887720;"-The deadline is today.
-[Stefan] <i>I just need the weekend.</i>"
3582;17888800;17891360;"[woman] <i>You're just a puppet.</i>
<i>So, why not commit murder?</i>"
3583;17893080.0001;17894360;"[Stefan] Who's doing this to me?"
3584;17895760;17896960;"Who's there?"
3585;17897640;17899000;"Who are you?"
3586;17899520;17901240.0001;"Just give me a sign."
3587;17903040;17905400;"Oh, come on, if there's someone there,
just give me a sign."
3588;17905480;17906840;"Will you give me a sign?"
3589;17907320;17910560;"I know there's someone there.
Just give me a fucking sign!"
3590;17915600;17916880;"["Relax" playing]"
3591;17916960;17919680;"-[Stefan] Colin Ritman.
-We've met before."
3592;17919760;17921640;"-Are you coming or not?
-[Stefan] No!"
3593;17921720;17924160;"-[man] <i>The 8:45 derailed...</i>
-Fuck off!"
3594;17924240.0001;17925680;"<i>I'm not in control.</i>"
3595;17925760;17927040;"[Haynes] <i>We're in it together.</i>"
3596;17927120;17929480;"-The deadline is today.
-[Stefan] <i>I just need the weekend.</i>"
3597;17929560;17930640;"[Colin] Bit of inspiration."
3598;17931760;17934360;"[woman] <i>You're just a puppet.</i>
<i>So, why not commit murder?</i>"
3599;17936080.0001;17937480;"[Stefan] Who's doing this to me?"
3600;17938760;17939960;"Who's there?"
3601;17940720;17942000;"Who are you?"
3602;17944920;17946640;"Just give me a sign."
3603;17948440;17950800;"Oh, come on, if there's someone there,
just give me a sign."
3604;17950880;17952240.0001;"Will you give me a sign?"
3605;17952680;17955840;"I know there's someone there.
Just give me a fucking sign!"
